"county","state","mean_household_income","pctile","race","deaths","population","crude_rate"
"Cayuga","NY",65579,67,"Black or African American",10,850,1176.47058823529
"Cecil","MD",81578,91,"White",110,19550,562.659846547315
"Cecil","MD",81578,91,"Black or African American",20,1716,1165.50116550117
"Cedar","IA",69946,77,"White",10,3602,277.623542476402
"Cedar","MO",44517,5,"White",28,2990,936.454849498328
"Centre","PA",73047,82,"White",109,21384,509.726898615788
"Chambers","AL",50369,17,"Black or African American",31,3307,937.405503477472
"Chambers","AL",50369,17,"White",24,4078,588.523786169691
"Chambers","TX",86183,94,"White",35,6725,520.446096654275
"Champaign","IL",67462,71,"White",173,28976,597.045831032579
"Champaign","IL",67462,71,"Black or African American",146,8966,1628.37385679233
"Champaign","OH",62738,58,"White",55,7919,694.532137896199
"Chariton","MO",57293,39,"White",13,1502,865.512649800266
"Charles","MD",105550,98,"Black or African American",140,14113,991.99319776093
"Charles","MD",105550,98,"White",94,17266,544.422564577783
"Charleston","SC",81013,91,"Black or African American",435,31581,1377.41046831956
"Charleston","SC",81013,91,"White",273,51181,533.401066802134
"Charlevoix","MI",68331,73,"White",19,4662,407.550407550408
"Charlotte","FL",61020,52,"White",79,16944,466.241737488196
"Charlotte","FL",61020,52,"Black or African American",20,1872,1068.37606837607
"Charlotte","VA",44129,5,"White",12,1655,725.075528700906
"Charlton","GA",53601,27,"Black or African American",11,691,1591.89580318379
"Charlton","GA",53601,27,"White",14,1609,870.105655686762
"Chatham","GA",68366,74,"Black or African American",428,31155,1373.77627989087
"Chatham","GA",68366,74,"White",192,32980,582.171012734991
"Chatham","NC",83527,92,"Black or African American",17,1569,1083.49267049076
"Chatham","NC",83527,92,"White",74,10400,711.538461538462
"Chattahoochee","GA",55424,33,"White",15,3014,497.677504976775
"Chattooga","GA",45896,8,"White",40,5007,798.881565807869
"Chautauqua","NY",55820,34,"White",170,24783,685.954081426784
"Chaves","NM",56876,38,"White",117,16261,719.512945083328
"Cheatham","TN",63538,61,"White",55,8067,681.790008677327
"Cheboygan","MI",54314,30,"White",15,4144,361.969111969112
"Chelan","WA",67915,72,"White",78,15875,491.338582677165
"Chemung","NY",64475,64,"White",99,16204,610.960256726734
"Chemung","NY",64475,64,"Black or African American",16,1877,852.424080980288
"Chenango","NY",57930,41,"White",63,9471,665.188470066519
"Cherokee","AL",52972,25,"White",34,4326,785.945446139621
"Cherokee","GA",89707,95,"White",208,45518,456.962080935015
"Cherokee","GA",89707,95,"Black or African American",42,3173,1323.66845256855
"Cherokee","KS",51685,21,"White",23,4326,531.66897827092
"Cherokee","NC",44790,6,"White",35,4267,820.248418092337
"Cherokee","OK",51430,21,"White",27,4543,594.320933303984
"Cherokee","SC",50539,18,"White",88,9710,906.282183316169
"Cherokee","SC",50539,18,"Black or African American",37,3330,1111.11111111111
"Cherokee","TX",55903,34,"Black or African American",27,2109,1280.22759601707
"Cherokee","TX",55903,34,"White",61,10858,561.797752808989
"Cheshire","NH",75282,85,"White",55,12661,434.404865334492
"Chester","PA",118932,99,"Black or African American",98,8474,1156.47864054756
"Chester","PA",118932,99,"White",432,87661,492.807519877711
"Chester","SC",49133,14,"White",27,4042,667.986145472538
"Chester","SC",49133,14,"Black or African American",43,3644,1180.02195389682
"Chester","TN",53451,27,"White",21,2867,732.472968259505
"Chesterfield","SC",47533,10,"White",54,5906,914.32441584829
"Chesterfield","SC",47533,10,"Black or African American",57,4270,1334.89461358314
"Chesterfield","VA",91567,95,"White",253,48246,524.395804833561
"Chesterfield","VA",91567,95,"Black or African American",145,14187,1022.06245154014
"Cheyenne","NE",68431,74,"White",20,2203,907.852927825692
"Chickasaw","MS",46609,9,"Black or African American",33,2257,1462.11785556048
"Chickasaw","MS",46609,9,"White",20,2376,841.750841750842
"Chicot","AR",46720,9,"Black or African American",16,1840,869.565217391304
"Childress","TX",51321,20,"White",12,1360,882.352941176471
"Chilton","AL",56521,36,"Black or African American",20,1308,1529.05198776758
"Chilton","AL",56521,36,"White",75,8904,842.318059299191
"Chippewa","MI",54418,30,"White",23,4433,518.83600270697
"Chippewa","WI",65164,66,"White",86,12474,689.434022767356
"Chisago","MN",81659,92,"White",50,10946,456.787867714234
"Chittenden","VT",85273,93,"White",117,25768,454.051536789817
"Choctaw","AL",48320,12,"Black or African American",12,1323,907.02947845805
"Choctaw","MS",45064,6,"Black or African American",19,775,2451.61290322581
"Choctaw","OK",45411,7,"White",27,2134,1265.22961574508
"Chowan","NC",53796,28,"Black or African American",15,1364,1099.70674486804
"Christian","IL",57720,41,"White",60,6839,877.321245796169
"Christian","KY",52044,23,"White",112,18854,594.03840033945
"Christian","KY",52044,23,"Black or African American",83,6615,1254.72411186697
"Christian","MO",67458,71,"White",83,17074,486.11924563664
"Churchill","NV",59156,46,"White",31,5581,555.456011467479
"Cibola","NM",45994,8,"White",23,2997,767.434100767434
"Citrus","FL",52741,25,"White",110,17108,642.974047229366
"Citrus","FL",52741,25,"Black or African American",12,1129,1062.88751107174
"Clackamas","OR",90652,95,"White",289,67856,425.901909926904
"Claiborne","MS",35663,1,"Black or African American",30,2291,1309.4718463553
"Claiborne","TN",46150,8,"White",40,5698,702.000702000702
"Clallam","WA",59988,49,"White",53,9784,541.700735895339
"Clare","MI",47235,10,"White",39,6054,644.20218037661
"Clarendon","SC",47196,10,"Black or African American",46,3986,1154.03913697943
"Clarendon","SC",47196,10,"White",17,2946,577.053632043449
"Clarion","PA",54176,29,"White",39,7146,545.75986565911
"Clark","AR",49424,15,"White",23,3108,740.02574002574
"Clark","IL",61582,54,"White",18,3291,546.946216955333
"Clark","IN",64459,64,"Black or African American",25,2795,894.454382826476
"Clark","IN",64459,64,"White",142,21959,646.659683956464
"Clark","KY",63730,61,"White",43,7089,606.57356467767
"Clark","NV",70383,78,"Black or African American",742,69013,1075.1597525104
"Clark","NV",70383,78,"White",1851,352197,525.558139336792
"Clark","OH",58346,43,"Black or African American",51,4886,1043.79860826852
"Clark","OH",58346,43,"White",172,26104,658.90285013791
"Clark","WA",80831,91,"Black or African American",11,4089,269.014428955735
"Clark","WA",80831,91,"White",413,88562,466.339965222104
"Clark","WI",60121,49,"White",63,10085,624.690133862172
"Clarke","AL",49910,16,"Black or African American",37,2981,1241.19423012412
"Clarke","AL",49910,16,"White",13,2837,458.230525202679
"Clarke","GA",51526,21,"White",69,14604,472.473294987675
"Clarke","GA",51526,21,"Black or African American",110,9117,1206.53723812658
"Clarke","MS",48442,12,"Black or African American",24,1445,1660.89965397924
"Clarke","MS",48442,12,"White",16,2118,755.429650613787
"Clarke","VA",91451,95,"White",14,2224,629.496402877698
"Clatsop","OR",62295,56,"White",48,7027,683.079550305963
"Clay","AL",50719,18,"Black or African American",11,571,1926.44483362522
"Clay","AL",50719,18,"White",13,2256,576.241134751773
"Clay","AR",43509,4,"White",23,3235,710.97372488408
"Clay","FL",73919,83,"Black or African American",48,4818,996.26400996264
"Clay","FL",73919,83,"White",168,31024,541.516245487365
"Clay","GA",33174,1,"Black or African American",10,503,1988.07157057654
"Clay","IA",62782,58,"White",16,3427,466.880653632915
"Clay","IL",56666,37,"White",19,3068,619.295958279009
"Clay","IN",57492,40,"White",43,5674,757.842791681354
"Clay","KS",71150,80,"White",19,1846,1029.25243770314
"Clay","KY",36297,1,"White",40,5000,800
"Clay","MN",70664,78,"White",85,11657,729.175602642189
"Clay","MO",78171,89,"Black or African American",31,4328,716.26617375231
"Clay","MO",78171,89,"White",249,46629,534.00244483047
"Clay","MS",47480,10,"Black or African American",61,3319,1837.90298282615
"Clay","MS",47480,10,"White",12,1598,750.938673341677
"Clay","NC",50971,19,"White",11,1531,718.484650555193
"Clay","SD",59251,46,"White",14,2395,584.55114822547
"Clay","TN",38642,2,"White",11,1522,722.733245729304
"Clay","TX",65740,67,"White",14,1889,741.132874536792
"Clay","WV",43337,4,"White",14,2112,662.878787878788
"Clayton","GA",52590,24,"Black or African American",484,51099,947.180962445449
"Clayton","GA",52590,24,"White",139,22732,611.47281365476
"Clayton","IA",61972,55,"White",14,3678,380.641653072322
"Clearfield","PA",53676,28,"White",99,13952,709.575688073395
"Clearwater","ID",51426,21,"White",10,1234,810.372771474878
"Cleburne","AL",48288,12,"White",18,3010,598.006644518272
"Cleburne","AR",58008,42,"White",23,4469,514.656522712016
"Clermont","OH",78529,89,"White",266,44161,602.341432485677
"Cleveland","NC",51408,20,"White",114,14680,776.566757493188
"Cleveland","NC",51408,20,"Black or African American",89,5745,1549.17319408181
"Cleveland","OK",73983,84,"Black or African American",29,3672,789.760348583878
"Cleveland","OK",73983,84,"White",239,42708,559.614123817552
"Clinch","GA",42175,3,"Black or African American",11,854,1288.05620608899
"Clinch","GA",42175,3,"White",11,1114,987.432675044883
"Clinton","IA",63906,62,"White",61,9936,613.929146537842
"Clinton","IA",63906,62,"Black or African American",13,802,1620.94763092269
"Clinton","IL",77229,88,"White",37,7164,516.471245114461
"Clinton","IN",62335,57,"White",63,8653,728.071189182942
"Clinton","KY",45185,6,"White",11,2353,467.48831279218
"Clinton","MI",80386,90,"White",62,13541,457.868695074219
"Clinton","MO",66781,70,"White",22,4346,506.212609295904
"Clinton","NY",63804,62,"White",94,13791,681.603944601552
"Clinton","OH",60583,51,"White",68,9163,742.115027829314
"Clinton","PA",57228,39,"White",36,7529,478.151148890955
"Cloud","KS",52429,24,"White",20,2055,973.23600973236
"Coahoma","MS",42030,3,"Black or African American",114,7215,1580.04158004158
"Coal","OK",60115,49,"White",12,900,1333.33333333333
"Cobb","GA",92028,96,"Black or African American",531,49293,1077.23206134745
"Cobb","GA",92028,96,"White",562,117258,479.284995480053
"Cochise","AZ",58772,45,"White",203,27116,748.635491960466
"Cochise","AZ",58772,45,"Black or African American",20,2208,905.797101449275
"Cocke","TN",43630,5,"White",43,6898,623.369092490577
"Coconino","AZ",69267,76,"White",91,16529,550.547522536149
"Codington","SD",64187,63,"White",27,6418,420.691804300405
"Coffee","AL",63566,61,"White",51,8579,594.474880522205
"Coffee","AL",63566,61,"Black or African American",29,2404,1206.3227953411
"Coffee","GA",49899,16,"Black or African American",50,3426,1459.42790426153
"Coffee","GA",49899,16,"White",61,7489,814.527974362398
"Coffee","TN",58906,45,"White",84,11097,756.961340902947
"Colbert","AL",55389,33,"Black or African American",34,2063,1648.08531265148
"Colbert","AL",55389,33,"White",71,8890,798.650168728909
"Cole","MO",67570,71,"White",77,13609,565.802042765817
"Cole","MO",67570,71,"Black or African American",36,2811,1280.68303094984
"Coleman","TX",60340,50,"White",12,1685,712.166172106825
"Coles","IL",57630,40,"White",61,9058,673.437844998896
"Coles","IL",57630,40,"Black or African American",12,699,1716.73819742489
"Colfax","NE",65301,66,"White",19,2588,734.157650695518
"Colfax","NM",46615,9,"White",20,2266,882.61253309797
"Colleton","SC",49476,15,"Black or African American",56,4207,1331.11480865225
"Colleton","SC",49476,15,"White",30,4598,652.457590256633
"Collier","FL",98115,97,"White",277,52335,529.282506926531
"Collier","FL",98115,97,"Black or African American",81,8142,994.841562269713
"Collin","TX",110245,99,"White",627,143412,437.201907790143
"Collin","TX",110245,99,"Black or African American",120,15872,756.048387096774
"Colorado","TX",66196,68,"White",21,3800,552.631578947368
"Colorado","TX",66196,68,"Black or African American",12,898,1336.30289532294
"Colquitt","GA",48472,13,"Black or African American",56,3740,1497.32620320856
"Colquitt","GA",48472,13,"White",58,8871,653.815804306166
"Columbia","AR",49736,16,"White",21,2901,723.888314374354
"Columbia","AR",49736,16,"Black or African American",25,2352,1062.92517006803
"Columbia","FL",58279,43,"White",106,11118,953.408886490376
"Columbia","FL",58279,43,"Black or African American",44,3144,1399.49109414758
"Columbia","GA",89599,95,"Black or African American",67,4323,1549.8496414527
"Columbia","GA",89599,95,"White",120,21085,569.124970358075
"Columbia","NY",80682,91,"Black or African American",16,1016,1574.8031496063
"Columbia","NY",80682,91,"White",60,8830,679.501698754247
"Columbia","OR",69606,76,"White",39,8979,434.346809221517
"Columbia","PA",61234,52,"White",60,10575,567.375886524823
"Columbia","WI",72887,82,"White",62,10962,565.590220762635
"Columbiana","OH",58570,44,"White",133,20470,649.731314118222
"Columbus","NC",52285,23,"Black or African American",74,4283,1727.76091524632
"Columbus","NC",52285,23,"White",68,7474,909.82071180091
"Colusa","CA",74958,85,"White",22,5487,400.947694550756
"Comal","TX",89816,95,"White",129,20676,623.911781775972
"Comanche","OK",62753,58,"White",153,21997,695.549393099059
"Comanche","OK",62753,58,"Black or African American",106,8039,1318.57196168678
"Comanche","TX",52333,23,"White",17,3113,546.097012528108
"Conecuh","AL",38210,1,"Black or African American",23,1637,1405.00916310324
"Conejos","CO",48703,13,"White",13,2194,592.525068368277
"Converse","WY",77368,88,"White",15,2951,508.302270416808
"Conway","AR",53354,27,"White",26,4002,649.675162418791
"Cook","GA",47619,11,"Black or African American",29,1379,2102.97316896302
"Cook","GA",47619,11,"White",18,2983,603.419376466644
"Cook","IL",83057,92,"White",5003,864276,578.866010394828
"Cook","IL",83057,92,"Black or African American",5503,352794,1559.83378402127
"Cooke","TX",72219,81,"White",56,8905,628.860190903987
"Cooper","MO",58352,43,"White",16,3221,496.740142812791
"Coos","NH",57218,39,"White",27,5003,539.67619428343
"Coos","OR",55109,32,"White",51,10235,498.29018075232
"Coosa","AL",42982,4,"Black or African American",17,666,2552.55255255255
"Copiah","MS",49314,15,"White",23,2996,767.690253671562
"Copiah","MS",49314,15,"Black or African American",71,4404,1612.17075386013
"Cortland","NY",64736,65,"White",59,8818,669.085960535269
"Coryell","TX",62384,57,"Black or African American",36,3370,1068.24925816024
"Coryell","TX",62384,57,"White",94,15699,598.764252500159
"Coshocton","OH",53636,28,"White",50,7988,625.938908362544
"Cottonwood","MN",61233,52,"White",10,2451,407.996736026112
"Covington","AL",51998,22,"Black or African American",18,1365,1318.68131868132
"Covington","AL",51998,22,"White",43,6572,654.290931223372
"Covington","MS",43468,4,"Black or African American",34,2134,1593.25210871603
"Covington","MS",43468,4,"White",25,2875,869.565217391304
"Coweta","GA",79835,90,"Black or African American",43,5831,737.437832275768
"Coweta","GA",79835,90,"White",101,23024,438.672689367616
"Cowley","KS",57309,39,"White",63,7710,817.120622568093
"Cowlitz","WA",62094,56,"White",127,20399,622.579538212657
"Craig","OK",50869,19,"White",23,1867,1231.92287091591
"Craighead","AR",61694,54,"White",153,18630,821.256038647343
"Craighead","AR",61694,54,"Black or African American",65,4715,1378.57900318134
"Craven","NC",61466,53,"White",130,19830,655.572365103379
"Craven","NC",61466,53,"Black or African American",85,6909,1230.27934578087
"Crawford","AR",53921,29,"White",101,13174,766.661606194019
"Crawford","IA",70050,78,"White",15,4008,374.251497005988
"Crawford","IL",65958,68,"White",29,3589,808.024519364726
"Crawford","KS",51260,20,"White",55,8763,627.638936437293
"Crawford","MI",50420,18,"White",23,2206,1042.61106074343
"Crawford","MO",51515,21,"White",30,5189,578.146078242436
"Crawford","OH",53755,28,"White",66,9102,725.115359261701
"Crawford","PA",58682,44,"White",117,17661,662.476643451673
"Crawford","WI",55563,34,"White",14,3120,448.717948717949
"Creek","OK",60356,50,"White",106,12178,870.422072589916
"Crenshaw","AL",49778,16,"White",13,2117,614.076523382145
"Crisp","GA",50929,19,"Black or African American",60,3458,1735.10699826489
"Crisp","GA",50929,19,"White",14,2258,620.017714791851
"Crittenden","AR",52343,23,"White",34,5565,610.961365678347
"Crittenden","AR",52343,23,"Black or African American",166,9010,1842.39733629301
"Crittenden","KY",53104,26,"White",11,1980,555.555555555556
"Crockett","TN",51867,22,"White",19,2661,714.01728673431
